,comment,sentiment
1,전라도사람끼리전라도했네,1
3,실명얼굴 공개 수배해야 하는 거지 가명은 뭐가 얼굴은 어디갔나 대체 한국법은 범죄양성법이 아니고 뭔가,0
4,정말 인간도 아닌 짐승보다 못한것을 만나고 있었네요 자기 아이를 가진 여자에게 사기라니 엄마는 강하니까 아이보고 힘내세요 ,0
5,저런 인간은 남자구실 못하게  거세 시켜야혀,1
6,사기꾼 남자개자식,1
9,개쓰레기천벌받아라,1
10,여자분이 순진하시네결혼전 시부모식구들 안만나봤나,0
11,결혼 아기까지 낮게하는 진화된 사기수준 참 무섭다,0
12,본인이 가진게 없는데 누가봐도 괜찮은 남자가 좋다고 하면 의심부터 해라 제발 ㅠㅠ 상식적으로 말이 안되는데 왜,0
13,아기목숨값을 뺏아간거네,0
14,파산신청하시면 받아들이지 않을까요,0
18,빛이라도없어야애기랑살텐데어쩌나요힘내시구,0
19,우리나라 법,0
20,그렇게 돈 많은 왕자님은 일반인과결혼 안 합니다 그냥 사기꾼 입니다,0
21,애기까지  ㅉㅉㅉ여자인생 망쳐놨네,0
23,이런 인간들 신상공개 좀 되게 법 좀 바꼈으면 당한 사람은 무슨 죄야,0
24,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ저런놈한테 속는 능지 ㅋㅋㅋㅋ,1
25,저러고 또 몇년 살다 나온다는게 문제네요 죗값을 무겁게 받아야 하는데 ㅠㅠ,0
27,아 진짜 너무 분노가치밀어오른다 ㅠㅠ무섭다 진짜,0
28,사기꾼들 하는 행동을몽땅 믿고 좋아했넹그남자 계획은딸 낳을때 까지 목적 달성  끝 ㅎ,0
29,저 남자는 사기 잘당할것같은 여자를 결혼 상대로 선택했네요 에휴,0
31,이강백작가의 결혼 실사판인가,0
33,사기 형량이 적으니 우리나라에는 사기꾼이 이리 많은거임,0
35,답답할노릇입니다 안타깝습니다 부모도 포기한 자식같군요 파렴치한사기꾼입나다 남자잘못만나 천사같은아이까지에휴,0
38,남의집안 풍비박산 내고 천벌을 받을거다,0
39,완전 선수네 선수,0
40,저렇게 잘난 남자가 왜 널 만나냐 ㅋㅋ,1
41,난 결혼 안할건데 아무튼 불쌍하다,0
42,아무리 사랑해도 돈 해달라는 남자는 믿고 걸러야지,0
43,돈먹으려고먹튀한거네,0
44,사기당한건데멀찾는데 등신아,1
45,개새끼 나같으면 얼굴보자마자 죽인다,1
46,애가 불쌍하다 너무,0
47,혼인신고도 안했단건가요,0
49,어머님 제발 본인 탓 아니예요 자책 마세요ㅠ,0
51,제발 이런놈 처리 좀 해주세요,0
52,전형적인 사기꾼이네,0
54,너무 착하시다ㅠㅠ엄마니까 더 강해져야 해요충분히 잘 키울 수있어요관공소 도움 다 받으시구 양육비 청구소송하시구 일두 구하세요정신 딱 차리셔야합니다,0
55,처음부터 작정하고 사기친 거네여자분이 너무 착해서 당하신듯,0
56,여자 제대로 뒷통수쳤구나생명까지 있는데 어떻게 살라구,0
57,엄마가 건물주라고 하지않았나 그것도 거짓말인가,0
58,많은 여자들이 이걸 꼭 시청해야된다,0
59,얼굴공개해줘라 ,0
63,한녀가 왕자님 꿈꾸다 골로 가는 영상ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
65,와 세상에 이런 개같은 경우가 ㅠㅠㅠ 피해자분 힘내세요 미친새키 정상아니네요,0
66,사기결혼미친새끼네,1
67,사기칠거면 선은 지켜라 애기는 무슨 잘못이냐 씨발놈아,1
72,돈을달라고 주면 안돼남편이라두힘내세요,0
73,한여자의 인생을 완전히 저리도 비참하게 할수가 있나  돈이 아무리 좋아도 저건 인간이길 포기한 짓이다,0
74,진짜 소름돋네오 ㅠㅠ 하 진짜,0
75,노이해,0
76,저건 인간도 아니다 사패라는 말도 아깝네  미친 욕도 아깝다 저 여인이 너무 안쓰럽다,0
77,하 가슴이 답답하네요쓰레기 같은 인간아이와 아이엄마는 힘내시구 아이만 보고 잘사시길,0
78,잡긴 잡앗나 저건 다른사람  인생까지 망쳤으니 그값 까지 죄값 받길 이런건 제발 개한민국 개법이 안되길,0
79,아니  오디 무서워서  남자랑 결횬 할수 잇겟어 신상 조사하고 결횬들ㅠ 식상한  말이지만 ㅠ 아가을 위해서 힘내세염 더 이상 상처 받는일 없이 어려운 상황 잘 이겨내시길,0
80,돈 해달라는 남자는 믿지 마세요 재수 없으면 사기 당하고  최악은 살해당해요,0
81,여자의 어리석음 분수를 알아야지 저런 능력남이왜 자길 선택하겠냐고 에휴사기친 놈도 처 죽일놈이지만 여자가 남자덕 볼려고 생긴업보,1
82,부를 과시하면서 돈얘기하믄 백프로 사기,0
83,저이집이2304호인대,0
84,연예인이  겪었던 사건이 일반인에게도 결혼사기가 에고,0
86,쓰레기구나ㅠㅜ,0
87,저런건 사형이답이지 살아봐야 절대 달라지지않는다,0
89,애는 어뜨카라고 진짜,0
90,이렇게 또 한발자국 결혼과 멀어집니다 ㅋㅋㅋㅋ,0
91,번드르르허세만 남발하는 사람은 의심을 했어야하는거 아닌가세상엔 공짜가 없죠,0
92,근데 어떻게 대기업 계열사 사장 집안 그리고 금융업계 부장이라는걸 확인한번 안해보고 결혼이 가능함 아니 이게 막 따로 알아보라는게 아니라 결혼식장에서라도 알수있는거아님 ,0
97,이런사람 얼굴공개좀 했으면 좋겠어요 얼굴이 안나와서 어디 가서 또 사기치고 있으니까요,0
98,죄지은만큼 벌받습니다힘내시고 세상둘도없는 딸을 위해서라도 열심히 사세요길에 떨어진 똥밟았다 생각하고 툴툴털고 그짐승보다못한것 빨리 잊어버리세요,0
105,안전개새끼네,1
106,신상공개 하고 처벌해야지 말도안된다 정신이 글렀네 여자랑 아이는 무슨죄인지 가슴아프다,0
107,어찌 쓰레기 사기꾼 만난지,0
108,딸을 2억하고 바꾸냐 딸 아들 하나씩 키우고 있는데 사람이면 신장을 팔아서라도 애들은 지키것다,0
109,인생이 ,0
110,어린딸 봐서 힘내세요 아픈마음 잘압니다,0
111,살다보니  알겠더라  뭐가 잘못땐건지  돈애기  하는사람  치고 제되로 된 인간 없다는걸   이렇게  당한건 어떻게 할수없지만 이런계기로 조심하고 잘사시길 바랍니다,0
112,와 이게 무슨 드라마같은일이 진짜 천벌받을놈 여자분 자꾸 우는데 마음 찢어진다,0
114,싸튀충 너무 흔함,1
115,결혼할때 동거도 마찬가지그남자집 가보고 부모만나보고형제도 만나봐야지집안보는게 얼마나 중요한데,0
118,이런일 겪게되서 잊으시는거 많이 힘들겠지만저런사람 하루 빨리 잊어버리시고 앞으로는 딸이랑 같이 행복하게 사는거만 생각하시고 좋은날꼭 언제간 올거예요 그러니 기운내시고 이제 사람한태 상처받지않게 행복하게 살았으면  좋겠네요ㅠㅠ,0
119,열달동안 배아파서 낳았는데 후,0
120,저런 늠한테눈물이 아깝네요아이를생각해서 힘내셔야겠어요,0
121,세상에는 골빈년들이 너무많아순진한건지 멍청한건지,1
122,나도 저런 선택을했을듯,0
123,그집  가족모두 사기꾼집안임 자식이 동생이 그러구 잇는거 누구보다 잘알텐데  어떻게 저런태도로 나올까 정말 악질중 악질을 만난듯 싶네여 사람 보이는게 다가 아닌데 딱해서 할말을 잃네여ㅡㅜ,0
124,백마탄 환자네,0
125,에이그 쯪쯪쯧 쯔쯔 쯔 그런놈이 널 사랑도 하겠다여자는 빤쓰내릴때 운명이 바뀌는거여,1
126,와 한바탕 하고 갔네 양심이 있으면 애는 만들면안되지,0
127,자업자득 욕심이 탓이다 자기 주제를 모르고 겉만 화르르 허세부리다 망한거네,0
129,요즘 누가 남자 말만 믿고 부자다 잘사나보다 해요 좀 많이 알아보고 하시지 ㅠ ㅠ,0
130,진짜 지독한게 그놈 떠나고 나서도 애기볼 때마다 그 생각날거 아닌가 시발,1
132,근데 참 아무것도 모르고 그저 재력에 눈멀어서 결혼한 여자도 한심,0
133,왜 시어머니한테 따져 당사자한테  따져야지,0
137,인터넷모임 조심하시길 ,0
138,공사는 결혼까지가 공사래미쳤다 진짜,0
141,이러니 살인이 않일어나겠냐,0
142,뭐 이런 ㅈ같은 경우가 있어,1
143,보는 쓰레기들 ㅋㅋㅋ 죄다 조작,1
144,사기꾼은 그냥 바로 신상공개하면 안되나ㅠㅠ,0
145,미친 놈새생명은  무슨 죄가  있다고,1
147,몰라도 어찌그리모르지눈에뭐가 씨면 아무것도안보인다더니 참 기가막히네,0
148,그부모에그자식이네,0
149,신상공개 안하면 또다른 피해자들이 나오는거 아님 우리나라는 범죄 하라고 격려해주네,0
150,우리나라 사기치는 애들 정말 많아요 ㅋㅋㅋㅋ 중고나라 번개장터만 가도 수도 없이 많음번호 알아서 전화해도 오히려 당당하지 그런애들 보면 똑같은 이미 사기 전과 있는 애들임 배째란식이지 처벌이 약하니깐 매번 사기만 치고 피해자들만 억울할뿐,0
151,휴 나같으면 애도 내팽겨쳐버리고 싶겠다 그래도 여자분이 책임감이 있네,0
152,싸튀충 진짜 빡치네 형이란 인간은 지 동생이 저런 새끼인걸 알면서 보고있었다는거네,1
153,사랑의 배신감  어찌 표현하랴,0
154,이새끼 또 어디가서 사기치고있을듯 신상공개해야된다 형이나 시어머니도 쓰레기새끼인거 숨기거 처벌하는 방법없나,1
157,아 미치겠다 그 쌍노무새끼인정을 안하면 더 가중처벌해야지요,1
158,사기친 가해자가 문제이지 피해자한테 당한게 정신이 어쨋다 저쨋다  사기치는 사람을 봤었는데 진짜 울면서 기도하고 별 연기 다 함,0
159,급에 맞는 남자 만나자신데렐라 드림은 없다,0
160,아기가 정말 진짜 이쁠땐데   엄마가 전시엄마 만나서 따질 때 눈물이 나더라고요 ㅜㅜ,0
161,진짜  자기 아기 임신하고이ㅛ는 사람한테 저렇게 한다고  진짜  사람이냐 어떡하냐 아기는어덕하고 아기 엄마는어떡하냐고 ,0
162,와진짜 너무하다 너무해,0
163,진짜 개같네,0
164,돈을 보고 사람을 선택하는 세상이 문제죠아내 될 사람에게 빌려간다는 것은 새빨간 거짓 당연한 현실 아닌가요곧 한 식구가 되는데 갚을 이유가 없죠 누굴 탓하겠어요 내 탓이죠 나의 안목이 잘못된 것이죠,0
166,저놈은 여자한테 2억 뺏으려고 한 여자의 인생을 저리 만들었네요 무기징역감,0
167,인간말종이다  소름 끼친다,1
168,여자랑 아이가 너무 가엽다인간말종 교통사고라도나서 죽어라,1
170,쓰레기 같은놈여자들이 불쌍하다 ,1
172,체크잠바입은사람 재연배우인데 왜 모자이크하지 ㅋ,0
173,사기꾼 수법이네자식도필요없고  오직돈만뜯어내면 된다는 사기꾼분명 유부남일거다,0
175,형사님 잘생겼다,0
176,미치겠다 신상공개해라제발,0
177,시어머니는 뭔죄여 병신 낳은죄지,1
179,거지으로 가지고 논것같은데,0
180,사기죄로 사기꾼 남자를  경찰에 고발하세요,0
183,도망갛나본데,0
185,나도  평생당해봐서  아는데  저런놈들  머리속  머가  들었는지   모릅니다   당한내가   다아는데   나만모르는   내가   등신입니다,0
186,애기엄마  힘내세요  울고있을 시간없네요쓰레기집구석  이네요 아기 좀더크면 어린이집에도 갈수있으니  맡기고 빚은 법무사  도움받아 처리하시고어금니 꽉 깨물고  새출발 하길 응원합니다그아이아빠 희망 버리고 잊으세요,0
187,아니ㅋ 내 스스로가 내 수준을알잖아 재벌가는무슨ㅎㅎ 한치의의심도않고 허황된꿈쫓은 니잘못도크다,0
188,사기로 집어 넣어야지요,0
189,여성분 너무 안타깝고 가엾네요 마음이 얼마나 처참하고 무너질까 에휴,0
192,모가지를 빼서ㅡㅡ죽여라사람이 아니니,1
193,맘이 너무 아프다 ㅠㅠ,0
195,리플리증후군 미친 놈 영화에 나오는 사람 거의 없습니다 여성들은 정신차리고 살아야 합니다,0
198,여자 호구같다ㅉ,1
200,나 같으면 손절할듯,0
201,돌싱여자가 아무것도 몰랐을리가 없는데,0
205,저건 진짜 사람ㅅㄲ도 아니다,1
206,정상정인 사고를 가진 남자는자기가 사랑하는 여자이름으로빚지지않는다,0
207,너무 잘하면서  돈도 많고  완벽그자 채는  완벽한  사기꾼 있니다,0
208,사기꾼들은 무조건 얼굴 공개해야된다 또 누구한테 피해를 줄지모르니,0
209,아 진짜 미친거 아님,0
210,돈빌려달라는 남자는 만나는거 아니라고  70대 엄마가 말씀하셨습니다 인생에서 딱 한명 있었는데 돈 떼였네요,0
212,열심히 일해서 갚아 나갈려고ㅜ해도한달에 이자만 400이면 진짜 어떻게 사냐아휴 진짜욕나온다 진짜,0
213,꼭 꼭 응당한 징계를 받기를,0
214,딸아이 사랑으로 잘 키우세요분명 사랑듬뿍 받고 자란후엔 효도로 갚음 할겁니다,0
216,사기죄 처벌이 너무 약해 이나라는,0
217,돈보고  사람 좋아함 안됨,0
219,인간말종 사기꾼 새끼와 정신나간 여자가 만나서 벌어진 일인데 비극인게 당연한 거 아니냐,1
221,공들여서 사기친다,0
222,전라도끼리 결혼했네,1
223,아니 애는 왜 낳게 해 애가 무슨 죄가 있냐,0
224,참  답답하네요 대출에 애 까지 가졌으면서 남편 직장이나 시댁도 안가보다니 이해가 안됨 뭘 믿고 돈에 몸까지 줌,0
226,딱 봐도 사기꾼이구만  거기다 돈 갖다 바치는 애가 정상이냐,1
227,무슨 말도 안 되는 소리예요 또 피해자 탓으로 돌리지,0
228,이분어쩌나ㅜㅜ그자식 꼭 잡았으면 좋겠네요 저런 남자 제버릇 못버림 남의 인생을 완전히 망쳐버림 ㅜㅜ꼭잡아주세요,0
229,여자가 너무순진했다39안타깝다입만 열면 거짓말인 인간이구나,0
237,돈부터 요구한게 그게 이상한거구의심이 많이 가는데에휴남편이 재력가인데 돈 있는사람이 왜 돈을 요구하겠어이게 진짜 이상한거지이때부터 의심을 했어야지한 여자의 인생을 망쳐놨네,0
238,어디서 만났길래 저리 다 거짓인가요그거부터가 좀 궁금하네요,0
242,사기결혼 당했네ㅜ,0
243,근데 정말 뜬금없지만 마스크 안쓰고 대화나누는 모습 ㅠㅠ 너무 그립네요,0
247,와우  사기결혼 ㅋ ㅋ,0
249,쯧쯧 사기꾼 정신차리고 살으시길,0
250,사기를 당했네요범인 그속인남자를 찾았나요또다른 여자한테가서 또 사기치고 있을것이니 잡아야하네요,0
251,억장이 무너진다는 말이 이럴때인가 보다 진짜 죽여버리고싶을듯,0
253,맞아요 아기아빠고 저렇게 자상한데 어찌  의심할까요,0
254,차라리 그냥 사기만치지애기는 무슨 죄라고저 집안 자체가 문제네,0
259,어떻게 한사람 인생을 저렇게 망쳐놓니 저여자 무슨 잘못이니 널 사랑한 죄다 아효,0
260,진짜 해도해도 너무한다 기가차는 세상이네 진짜 참 동물도 안하는 짓을 사람이 한다는게 이게 말이 돼,0
262,결혼하기 전에 시간과 돈을 투자해서라도 뒷조사는 꼭 필요하네요,0
263,안타깝네요 결혼하시기 전에 좀더 신중했으면 하지만 이미엎어진 물이니까 힘내시고 다시 재기 하십시요그런 사기꾼에게 더 이상 미련두지 마시고 힘내세요,0
266,세상에 백만 탄 왕자는 없습니다 여자분들 남자들 볼때 말과 재력에 혹 하지 말고 잘 살피고 결정해야 합니다,0
269,아이고 딸은 무슨잘못이라고 아내도 제일큰피해자는 아내와 딸이지 이자400이면 살맘도 안생길거같은데  국가가 도와줄수있는게 없을까,0
271,하 진짜 그냥 남친도아니고 남편이 애아빠가,0
272,내 사례는 약한거였네,0
273,살다살다 무슨 이런 개떡같은 경우가 있는건가 말도 안되는 얘기다,0
275,진짜 쓰레기종자들이 많아서 착한사람들만상처받고사는구나에라이 사내새끼가  개만도못한인생살고싶을까,1
276,무슨 사기를 애기까지 낳아가면서 치냐,0
277,쯔쯔쯔구제불능이네 이새끼,1
282,와 어쩜 저렇게 사기를 치지,0
283,제대로 사기꾼한테 당했네,0
285,마음이 너무 아픕니다ㅠㅠ,0
286,제일 나쁜색기네 와 ㅡㅡ,1
287,이런거 보면 꼭 남자쪽 부모는 항상 모른다 배째라 식이네 부모도 무슨 죄겠냐만은 제대로 보상해주마 하는 부모는 한번도 못본듯 하기사 그러니까 저 남자가 저러고 사는거겠지만,0
290,브금 왜이러냐 갑자기 신나는 브금나오고,0
294,여자가 미친년이네 그새끼가그렇게한여자가 너하나뿐이겠느냐 넌사람을너무믿었는게죄야,1
295,여성들이여남자가 혹 하게 이야기하면 그건 반드시 의심해 봐라그리고 남자가 그리 잘났으면 보통의 여자에게 대쉬하겠나 항상 남자를 조심하고 확인하라,0
296,울나라는 이래봐짜 형도만이안주구 방송만보내서모해 해결책도딱히업스묜서,0
297,전혀 모르는 남의 이야기인데도 눈물이 날 정도로 열받네요ㅠㅠ 정말 힘드시겠지만 얼른 마음 추스리시고 앞으로 좋은 일만 가득하셨으면 좋겠습니다,0
299,아니 재벌이 왜 돈을 빌려달라고해,0
300,사기는 그렇다 치고 아이는 어떻게 하냐ㅠㅠ 진짜  미친거다,0
301,실화탐사대는 재연 연기자를 안썼으면 인터뷰 어색해서 방송보다가 뭔가 집중이 깨짐 차라리 그냥 멘트 자막 처리만 하는게 나을지도,0
302,아니무슨이런일이,0
304,에휴 피해자분 너무 맘아프네요 ㅠㅠ,0
306,차라리 배우를 하지,0
307,민사소송해서 반이라도 받아내길 바랍니다,0
308,부부사이는 사기죄 성립자체가 인정안됩니다  파산하는 수 밖에 없습니다,0
309,돈없어배째감옥가면 될거아냐 하면 1원도 못받죠  신용불량자로남의 명의로 금융거래하고 살면 되고,0
311,겉모습만 보면 이런일 벌어지는거지 계열사 사장아들  이지만 이혼가정 거기다 금융회사 다니는 직장인 솔직히 이거에 끌린거 아님 ㅡㅡ,0
313,안타깝네요ㅜㅜ 등록금도 혼자 갚고 회사생활하셔서 세상물정 모르신분은 아닌데무리한 대출을 요구하는게 남편이라도 의심부터 하셨어야ㅠㅠ,0
314,잘알아보고 결혼해야지 에휴,0
315,벼리별 놈이 다 있네 세상에나,0
322,피해자 탓하네 당신도 살면서 피눈물을 흘릴때 누군가 비웃을 날이 있을것이다 사기 피해자들이 바보가 아니다 당신 부모가본인이 피해당할 수도있다,0
324,꽃뱀한테 걸린 남자들 얘기엔 꽃뱀 욕했지 여기선 왜 피해자 탓이야 ㅋㅋ,0
325,근데딱봐도사기기질 보이는데돈빌려달라는거보믄 뻔하지,0
326,사기도 존잘돈이면 쉽네,0
329,아니 사기꾼 가족들은 왜 말안해줬냐 어이가없네,0
330,이런 인간두고 논한다는것부터등신들,1
332,이 쓰레기 새끼 집 식구들도 똑같네자기 아들 자기 동생이 남의 인생 망치고 있는게 옆에서 빤히 보면서언질도 안해주고 완전 공범아니야,1
336,딸인생까지 망치고 개쓰레기  남자집구석도 개쓰레기넹,1
337,저런쌍놈은사형도 아깝다,1
339,야이 못된 인간들아 너들이 그렇게 비난 안해도 여자는 엄청난 자책감에 괴로워하고 있을거다 이미 벌어진 일이고   그래도 어떻게든 책임지고 아기 키우고 살려고 발버둥치고 있잖아 어차피 교훈은 각자의 마음속에서 다 느낄거고 저 여자도 뼈저리게 느꼈을테니 그냥 응원해주는 게 낫다 그렇게 살다보면 또 살아지는게 인생이고 그 속에서도 행복을 찾을 수 있는 날이 올 거임 힘내십쇼,0
341,완전 쌩양아치네요 인간이길 포기했나,1
343,남편에 대한 미움이 애기한테 가질않길 바래요  힘내요,0
345,속상하다남일인데도ㅠㅠ,0
346,대체 법적인 부인은 누구야 호적상 진짜부인,0
347,신종사기수법이네 신박하다,0
348,저건 시엄마가 갚아줘야하지 않나,0
350,본인한테 과분한 친절과 능력있는 사람이 온다 일단 거르고 확인해 본다,0
352,요즘은 이런일도많이 나오던데여자들이 정신을차려야 될것같네요사랑이란 말에 모든걸 걸면 안되겠네요,0
355,대부업체에서도 빌렸다고 나옴 영상에,0
356,그리고 몰래 얼굴 공개해라,0
357,결혼전 서로 맞교환할 서류범죄경력회보서 금융거래확인서 부채거래확인서 건강보험공단 의료기록 5년치 이사다닌 등본졸업장인륜지대사에 서로가이정도 확인은 하고 결혼을 해야죠,0
358,가족관계증명서가 필수 아닌가요,0
360,아니 이거는 너무 어이없게 당했네,0
361,불쌍한아내딸은무슨잘못인가요도대체남편무슨생각으로사는걸까요세상말세,0
362,힘네세요,0
3199,대한민국의 저력 ,0
3201,이종범이아들 두명만 더 낳았어도아쉽네ㅎㅎㅎ,0
3202,이런게 진짜 스타지,0
3205,아니 9회초까지 보다잔 나는 뭐가되니,0
3206,아 군대 가서 야구해야되는데,0
3208,님만모르고있었음,0
3210,아 관중이 없는게 진짜 너무너무 아쉽다ㅋㅋㅋㅋㅋㅋㅋㅋ,0
3212,나 이거 1회부터 다봤는데 첨부터 끝까지 본 내가 승리자다,0
3215,캐나다도 없고 대만도 없고 쿠바도 없고 호주도 없고 6개팀뿐이네,0
3216,일본스포츠협회가 종목 총원 144명 제한을 걸어서 출전권 2장이 사라졌슴다 ㅡㅡ,0
3218,누구는 진다고 했는데  저는 이길 거 같았거든요 ㅋㅋㅋ 후반전까지 최선을 다하면 이길 수 있으니깐요,0
3219,다좋은데 유니폼이 유니끌로보다 더하다는 데쌍뜨 헐,0
3220,여자배구 아식스배드민턴 요넥스등등등그렇게 나오면 한도 끝도 없음,0
3221,돌부처가 진짜 잘해줬지,0
3223,9말 1아웃부터 보기 시작한 내가 레전드,0
3225,백종원형이 해설하는 줄알았네요 ㅋㅋㅋ 이순철님 목소리 똑같음,0
3226,이 순간을  위하여   화이팅입니다,0
3227,14281428 정우영 캐스터 대박,0
3228,대박이러니미련 갖고 보게 됨ㅎㅎ,0
3229,6팀 출전 경기에서 프로 보유국이 동메달따서 군면제 받는건 좀 그러니까 금메달따라,0
3231,애초에 대만이나 일본 우리나라나 그런식으로 작전짜지 저짝사람들은 걍 와일드하게야구하는게보이는구만 뭐 ㅋㅋㅋ 저날도 어느정도즐겜같아보였음 동아시아쪽하고 야구결이다름,0
3235,이인재  그래요 몰랐네요 좋은정보  고맙습니다  ,0
3237,박해민 이정후 둘의 안타가 결정적이었다 진짜ㅋㅋ,0
3238,ㄹㅇ 가성비 갑임 공부하다 9회말만 봤는데,0
3240,약속의 8회란게 뒤로가면 갈수록 더육 끈질겨지고 간절함이 계속 기적을 만드니까 그런게아닐까 싶다 기적이 아닌 실력이지,0
3241,역시 의 캡틴 ,0
3243,처음부터이기자 심장이 조마조마 해지네 이겨서다행  근데 상대편 투수 잘하더라,0
3244,강백호는 진짜 다시초심으로 돌아가서 야구를 다시 연습해야할듯,0
3245,도미니카는 일본때도 그렇고 9회에서 역전당하니 빡치겠네,0
3247,8회말까지 지고있길래 졌구나하고 안봤는데 이렇게 이겼네,0
3248,야알못입니다만 대타선수의 안타와 대주자 선수의 도루도 대단하다고 생각합니다 특히 안타,0
3250,오늘도 내일도 좋은 하루 보내십쇼,0
3251,이 썩은 대한민국이 희망이 있습니까토소왕국 으로 오세요,1
3260,머리가  쏴하네ㅋㅋ  대한민국 홧팅,0
3263,침 좃같ㅇ 발라대넹,1
3265,이승엽해설은 진짜 재미없다뻔한소리만 해대고,1
3266,아 김현수 떨어지는 볼 아주 잘쳐따 쥑여주네,0
3268,현수 하고 싶은거 해,0
